# temperature,rainfall,humidity,yield_of_corp
80,68,82,78.6
54,76,82,72.4
63,51,95,76.6
28,83,44,47.0
90,74,51,67.3
55,22,71,56.4
62,40,80,66.6
36,27,27,29.7
58,68,89,75.5
94,89,65,78.5
92,94,25,58.9
75,20,35,44.0
62,74,47,56.9
75,60,37,53.0
35,43,42,40.1
98,33,20,46.0
58,60,64,61.4
62,70,46,55.6
45,92,75,69.4
67,50,69,64.6
21,100,97,74.8
45,31,30,34.7
74,59,83,75.5
25,92,76,63.9
70,38,84,70.6
88,30,27,45.9
37,39,47,42.4
62,32,88,69.0
25,69,65,53.8
89,32,71,68.6
74,45,63,62.7
41,90,39,49.8
22,42,99,64.5
87,68,78,78.7
30,77,39,43.9
94,70,64,74.2
92,48,100,87.2
93,69,34,58.7
43,34,27,33.2
45,64,94,73.3
93,70,97,90.4
74,73,88,80.8
61,88,84,77.9
96,40,65,69.3
67,46,57,57.8
43,83,46,52.5
93,28,63,65.0
64,88,28,50.8
48,94,55,60.7
74,21,99,75.9
59,51,47,51.4
84,79,78,80.0
22,43,60,45.2
49,52,90,70.1
49,85,93,78.2
39,34,64,50.5
41,78,23,39.4
21,95,29,39.8
58,93,74,73.0
70,98,20,50.6
65,82,89,80.4
36,44,60,49.6
31,82,62,56.7
38,56,39,42.1
78,32,98,78.8
35,86,50,52.7
51,32,36,39.7
65,37,73,63.4
41,78,66,60.9
49,22,32,35.1
78,34,27,43.7
86,58,24,49.4
53,62,82,69.3
89,60,54,65.7
70,71,25,47.7
47,26,88,63.3
60,82,57,62.9
37,36,65,50.8
33,79,77,64.2
85,38,52,59.1
84,46,55,61.9
47,97,90,78.5
37,72,86,68.5
55,65,33,46.0
29,94,36,45.5
76,57,63,65.7
49,60,71,62.2
77,96,63,73.8
96,50,73,75.3
71,70,93,81.8
70,42,95,76.9
29,96,35,45.4
48,58,74,63.0
75,52,82,73.9
47,66,73,63.8
82,96,43,65.3
88,32,88,76.8
28,77,58,52.8
39,43,30,35.3
100,97,53,75.9
73,92,68,74.3
68,99,36,58.2
58,88,25,47.5
80,42,41,52.9
51,30,48,45.3
99,38,34,54.3
47,95,59,62.6
50,78,29,45.1
35,89,63,59.8
99,56,67,74.4
32,65,100,72.6
82,23,22,40.2
83,26,29,44.6
30,91,85,69.7
43,29,45,41.2
91,93,54,72.9
96,58,49,64.9
34,90,22,39.2
22,62,37,37.5
54,79,59,61.5
72,20,59,55.1
86,57,73,73.7
35,94,80,69.3
100,49,62,70.8
28,80,82,65.4
74,56,42,54.4
66,84,36,54.6
78,92,44,63.8
78,44,81,72.7
86,100,66,78.8
65,62,82,72.9
90,48,26,49.6
44,36,31,35.9
88,80,32,58.4
57,97,82,77.5
45,28,84,61.1
83,53,88,79.5
80,38,78,70.6
41,22,27,30.2
26,65,30,35.8
42,32,68,53.0
39,20,45,38.2
98,54,54,67.2
36,56,41,42.5
98,100,97,97.9
28,23,30,28.0
100,31,46,59.2
37,76,70,61.3
31,51,94,66.5
85,36,70,67.7
51,47,40,44.7
78,93,27,55.5
90,99,85,89.3
78,84,27,53.7
62,44,74,64.4
71,55,43,53.8
42,54,99,72.9
37,88,93,75.2
57,49,96,74.9
74,36,21,39.9
53,54,33,43.2
86,56,81,77.5
99,28,57,63.8
41,96,46,54.5
32,24,64,46.4
93,60,81,80.4
51,92,69,68.2
44,99,72,69.0
88,98,90,91.0
64,87,79,76.1
57,94,31,51.4
32,78,90,70.2
57,77,93,79.0
85,69,62,70.3
37,93,90,74.7
71,36,51,54.0
89,58,36,56.3
100,58,80,81.6
38,71,51,51.1
35,34,70,52.3
93,34,75,72.2
55,80,63,64.0
94,72,42,63.6
59,76,56,60.9
69,66,67,67.4
30,29,67,48.3
22,32,65,45.5
66,36,98,76.0
55,87,42,54.9
81,33,85,73.4
64,40,49,51.7
64,87,54,63.6
66,28,86,68.4
37,60,33,39.6
57,57,43,50.0
90,39,30,49.8
32,61,87,65.3
37,43,82,60.7
49,78,59,59.8
49,54,73,62.0
82,28,74,67.2
62,47,66,61.0
62,25,89,68.1
53,91,51,59.6
80,73,51,64.1
66,79,24,47.6
25,63,34,37.1
82,31,75,68.3
80,62,76,74.4
84,79,65,73.5
25,76,23,34.2
62,30,79,64.1
99,96,73,85.4
50,39,26,35.8
27,43,62,47.7
75,29,53,54.8
31,27,80,54.7
35,65,53,50.0
72,51,74,68.8
29,57,20,30.1
61,26,23,35.0
90,53,85,80.1
44,98,98,81.8
42,46,50,46.8
56,85,88,77.8
76,73,62,68.4
23,86,85,66.6
69,68,27,47.8
82,64,58,66.4
85,74,29,54.8
77,65,61,66.6
20,65,70,54.0
74,40,57,58.7
73,30,23,39.4
38,28,40,37.0
63,38,66,59.5
27,45,25,29.6
44,70,25,39.7
46,43,52,48.4
93,27,76,71.3
80,69,98,86.8
73,50,74,68.9
95,34,30,50.3
44,62,88,69.6
90,60,79,78.5
60,92,23,47.9
53,47,92,71.3
89,53,57,65.8
71,58,33,49.4
88,57,30,52.8
85,55,51,62.0
38,65,89,68.9
21,34,69,47.6
64,64,69,66.5
89,33,52,59.3
89,87,40,64.1
52,82,44,54.0
51,71,39,49.0
72,85,38,57.6
72,76,61,67.3
93,52,27,51.8
39,34,94,65.5
79,77,52,65.1
80,96,27,56.7
49,86,51,57.4
61,94,100,87.1
63,52,38,48.3
24,78,59,52.3
27,52,92,64.5
39,41,97,68.4
24,99,94,74.0
84,82,88,85.6
36,47,76,58.2
58,48,39,46.5
78,51,49,58.1
88,64,46,62.2
65,43,68,62.1
41,41,65,53.0
52,44,91,69.9
97,79,38,63.9
77,91,96,89.3
21,90,50,49.3
83,25,21,40.4
74,29,77,66.5
25,72,41,42.4
46,87,40,51.2
72,70,80,75.6
46,22,71,53.7
56,57,74,65.2
24,38,95,62.3
99,55,80,80.7
81,32,23,42.2
37,55,45,44.6
93,40,67,69.4
27,90,98,75.1
84,28,94,77.8
97,43,38,56.7
94,73,89,87.3
84,77,33,57.1
74,38,35,47.3
87,30,72,68.1
56,94,71,71.1
84,33,27,45.3
59,64,46,53.5
77,63,70,70.7
38,21,50,40.6
92,78,55,70.7
29,70,91,68.2
49,87,40,52.1
32,93,53,54.7
57,89,91,80.4
82,88,40,62.2
54,76,28,45.4
99,94,75,86.0
20,81,52,48.2
87,94,47,68.4
23,89,87,68.2
85,74,75,77.8
26,53,27,31.9
45,82,94,76.9
44,64,89,70.5
63,71,37,51.6
23,50,78,55.9
43,58,29,39.0
25,22,100,61.9
42,52,95,70.5
77,78,46,61.7
65,50,67,63.0
74,94,44,63.0
75,93,28,55.1
66,100,66,72.8
85,51,67,69.2
36,94,58,58.6
46,63,78,65.4
52,97,83,76.5
86,58,50,62.4
38,37,57,47.3
49,75,55,57.2
64,89,60,67.0
89,26,25,44.4
26,30,53,40.3
61,74,62,64.1
69,64,53,60.0
71,38,81,69.4
76,53,34,50.4
92,95,70,81.6
43,93,56,59.5
35,82,89,71.4
49,47,60,54.1
43,34,87,63.2
32,48,51,44.7
54,80,71,67.7
77,38,45,53.2
99,20,59,63.2
33,76,41,45.6
22,84,98,72.4
68,29,23,37.7
34,91,42,49.4
68,22,87,68.3
79,72,25,50.6
81,68,34,54.9
76,94,53,68.1
31,90,25,39.8
69,30,92,72.7
53,85,84,74.9
45,68,39,46.6
93,96,93,93.6
82,21,48,52.8
45,95,70,67.5
80,24,23,40.3
77,87,88,84.5
89,64,44,61.5
88,30,85,74.9
57,23,88,65.7
79,94,87,86.0
57,91,30,50.3
97,32,70,70.5
42,63,66,58.2
52,22,100,70.0
83,26,54,57.1
76,87,91,85.7
95,48,23,49.6
99,40,88,81.7
95,29,54,61.3
64,94,27,51.5
76,99,96,90.6
52,20,50,44.6
72,20,93,72.1
70,66,62,65.2
77,89,84,82.9
75,40,58,59.5
71,70,40,55.3
36,85,53,54.3
69,72,57,63.6
40,68,25,38.1
96,57,48,64.2
54,29,79,61.5
33,65,42,43.9
65,58,23,42.6
51,87,30,47.7
61,57,44,51.7
65,78,24,47.1
93,66,69,75.6
75,32,32,44.9
44,92,43,53.1
90,29,47,56.3
100,36,34,54.2
49,32,77,59.6
87,73,53,67.2
48,42,85,65.3
48,63,78,66.0
53,67,60,59.3
34,33,71,52.3
100,26,77,73.7
45,75,73,65.0
45,61,73,62.2
33,98,53,56.0
87,45,61,65.6
64,48,73,65.3
68,63,63,64.5
50,39,68,56.8
96,72,23,54.7
25,38,28,29.1
36,25,89,60.3
87,76,25,53.8
98,50,40,59.4
31,37,47,40.2
98,98,85,91.5
93,81,94,91.1
95,39,92,82.3
88,99,25,58.7
85,44,34,51.3
80,36,51,56.7
64,55,73,66.7
74,51,75,69.9
29,50,25,31.2
36,50,58,49.8
59,95,96,84.7
66,96,43,60.5
60,45,39,46.5
69,87,36,56.1
20,65,89,63.5
88,33,20,43.0
94,52,91,84.1
36,91,39,48.5
43,70,36,44.9
84,59,53,63.5
32,72,63,55.5
96,24,36,51.6
51,36,75,60.0
100,87,82,88.4
97,71,61,73.8
81,35,20,41.3
98,36,79,76.1
97,47,77,77.0
98,39,39,56.7
88,41,21,45.1
44,97,69,67.1
36,98,59,59.9
21,58,77,56.4
96,82,55,72.7
41,40,36,38.3
94,100,64,80.2
66,20,20,33.8
25,21,64,43.7
53,30,86,64.9
65,27,23,36.4
93,61,79,79.6
93,85,33,61.4
22,89,29,38.9
83,79,56,68.7
69,95,67,73.2
57,41,71,60.8
31,46,63,50.0
62,24,84,65.4
68,69,98,83.2
86,81,74,79.0
67,90,98,87.1
24,40,97,63.7
98,65,81,82.9
91,23,41,52.4
75,88,62,71.1
52,40,69,58.1
87,87,46,66.5
33,42,44,40.3
25,31,68,47.7
30,36,61,46.7
75,66,45,58.2
30,76,48,48.2
59,59,94,76.5
36,57,68,56.2
59,50,39,47.2
70,73,61,66.1
30,27,87,57.9
83,25,80,69.9
81,80,98,89.3
43,75,44,49.9
66,97,64,71.2
49,28,40,40.3
20,38,48,37.6
23,85,40,43.9
99,26,23,46.4
46,79,94,76.6
47,76,76,67.3
52,69,59,58.9
61,67,24,43.7
66,36,62,58.0
60,36,50,50.2
88,88,88,88.0
73,46,77,69.6
59,95,85,79.2
43,71,36,45.1
35,42,92,64.9
76,83,22,50.4
94,62,37,59.1
52,65,68,62.6
86,93,95,91.9
28,33,20,25.0
64,90,39,56.7
70,63,34,50.6
29,67,26,35.1
48,100,92,80.4
26,79,57,52.1
72,83,96,86.2
99,53,97,88.8
22,62,40,39.0
76,52,76,71.2
41,88,43,51.4
69,52,21,41.6
60,28,96,71.6
71,73,43,57.4
79,61,83,77.4
69,70,64,66.7
100,62,71,77.9
89,90,94,91.7
53,60,96,75.9
90,88,100,94.6
56,94,80,75.6
67,31,57,54.8
51,63,56,55.9
84,74,25,52.5
31,34,68,50.1
53,75,62,61.9
94,89,55,73.5
88,43,58,64.0
36,73,57,53.9
26,47,81,57.7
78,30,95,76.9
41,44,58,50.1
47,29,24,31.9
65,26,32,40.7
51,97,24,46.7
21,50,99,65.8
35,22,47,38.4
96,93,50,72.4
71,26,98,75.5
22,26,93,58.3
93,38,49,60.0
91,63,92,85.9
40,28,61,48.1
68,60,66,65.4
49,33,51,46.8
62,73,82,74.2
84,40,80,73.2
100,30,100,86.0
88,81,45,65.1
54,23,49,45.3
23,98,89,71.0
53,40,100,73.9
96,62,44,63.2
27,69,84,63.9
29,41,53,43.4
79,61,21,46.4
85,38,56,61.1
40,44,32,36.8
86,31,68,66.0
86,82,57,70.7
92,84,72,80.4
37,40,66,52.1
88,74,79,80.7
90,87,29,58.9
49,80,40,50.7
54,66,94,76.4
86,67,68,73.2
83,51,52,61.1
100,54,29,55.3
88,88,75,81.5
35,85,39,47.0
95,24,86,76.3
64,37,44,48.6
22,97,22,37.0
92,36,20,44.8
53,58,54,54.5
33,93,64,60.5
80,92,84,84.4
25,28,77,51.6
96,68,89,86.9
96,38,45,58.9
42,94,90,76.4
100,27,78,74.4
83,60,73,73.4
25,63,66,53.1
68,76,46,58.6
69,53,21,41.8
23,34,75,51.2
85,74,47,63.8
30,33,88,59.6
37,74,39,45.4
59,28,91,68.8
72,81,65,70.3
93,53,98,87.5
52,73,65,62.7
36,58,41,42.9
57,66,32,46.3
60,28,23,35.1
96,46,38,57.0
60,54,63,60.3
31,60,54,48.3
76,27,20,38.2
67,38,84,69.7
59,61,59,59.4
27,42,84,58.5
79,36,85,73.4
45,50,94,70.5
40,35,30,34.0
63,91,90,82.1
57,67,38,49.5
65,74,66,67.3
31,23,38,32.9
100,85,51,72.5
51,67,86,71.7
41,86,48,53.5
100,41,57,66.7
28,82,64,56.8
75,88,27,53.6
70,25,92,72.0
44,63,97,74.3
78,21,95,75.1
99,27,42,56.1
66,35,21,37.3
98,60,72,77.4
47,33,85,63.2
72,25,55,54.1
97,50,80,79.1
51,32,57,50.2
75,41,97,79.2
40,71,79,65.7
52,61,24,39.8
72,34,61,58.9
39,94,84,72.5
100,34,64,68.8
78,98,32,59.0
91,62,48,63.7
41,30,98,67.3
51,24,85,62.6
52,39,25,35.9
38,49,69,55.7
68,63,70,68.0
20,35,100,63.0
31,36,78,55.5
29,32,87,58.6
26,31,25,26.5
77,46,38,51.3
33,82,65,58.8
61,77,62,64.7
55,77,97,80.4
82,23,87,72.7
28,48,27,31.5
71,44,74,67.1
36,55,75,59.3
92,66,23,52.3
36,84,31,43.1
97,69,34,59.9
65,59,61,61.8
36,67,82,65.2
86,35,20,42.8
66,29,68,59.6
33,67,35,40.8
33,63,86,65.5
45,47,63,54.4
94,57,89,84.1
51,21,73,56.0
60,57,51,54.9
24,36,35,31.9
75,48,55,59.6
46,38,50,46.4
54,93,67,68.3
28,71,44,44.6
22,37,47,37.5
35,56,42,42.7
69,24,83,67.0
23,100,27,40.4
98,27,25,47.3
61,63,36,48.9
97,79,38,63.9
88,60,63,69.9
77,49,100,82.9
25,24,27,25.8
66,51,52,56.0
49,47,77,62.6
66,37,51,52.7
24,68,31,36.3
52,27,90,66.0
20,55,66,50.0
44,84,78,69.0
82,56,48,59.8
77,47,68,66.5
56,55,89,72.3
99,93,52,74.3
35,52,47,44.4
100,51,76,78.2
64,33,84,67.8
52,91,50,58.8
59,45,99,76.2
90,87,100,94.4
31,85,53,52.8
78,36,75,68.1
53,34,45,45.2
73,98,71,77.0
26,85,64,56.8
52,32,73,58.5
76,33,60,59.4
98,100,50,74.4
30,38,54,43.6
69,43,70,64.3
84,78,40,60.8
72,49,60,61.4
78,30,53,55.9
97,82,94,92.5
74,60,47,57.7
48,54,50,50.2
94,98,61,78.3
36,51,80,61.0
75,30,45,51.0
60,35,32,41.0
96,83,40,65.4
95,72,31,58.4
73,92,77,78.8
60,21,83,63.7
53,64,86,71.7
88,26,34,48.6
84,78,78,79.8
35,46,39,39.2
60,45,34,44.0
32,90,74,64.6
59,90,36,53.7
39,31,28,31.9
67,67,62,64.5
54,54,24,39.0
34,72,97,73.1
42,41,21,31.3
68,60,46,55.4
42,100,75,70.1
67,74,49,59.4
67,40,88,72.1
20,92,61,54.9
21,79,23,33.6
27,21,61,42.8
88,52,95,84.3
76,40,33,47.3
62,95,56,65.6
49,95,30,48.7
82,57,45,58.5
85,35,50,57.5
22,24,99,60.9
45,29,60,49.3
31,50,29,33.8
21,85,54,50.3
32,72,70,59.0
33,70,56,51.9
44,79,51,54.5
56,21,41,41.5
83,88,69,77.0
74,64,76,73.0
37,64,94,70.9
30,65,45,44.5
29,93,81,67.8
80,94,62,73.8
71,25,23,37.8
87,79,65,74.4
68,34,55,54.7
99,37,23,48.6
66,89,61,68.1
100,35,88,81.0
50,50,53,51.5
68,42,44,50.8
58,76,86,75.6
49,29,80,60.5
55,35,95,71.0
81,82,43,62.2
25,95,78,65.5
60,42,53,52.9
32,100,82,70.6
55,88,76,72.1
86,61,27,51.5
41,92,24,42.7
41,28,58,46.9
34,63,31,38.3
57,28,44,44.7
80,75,82,80.0
74,59,59,63.5
42,71,92,72.8
28,94,42,48.2
68,55,36,49.4
22,50,48,40.6
20,53,99,66.1
99,26,68,68.9
78,99,57,71.7
42,34,50,44.4
37,96,59,59.8
73,95,78,79.9
72,71,65,68.3
33,87,85,69.8
97,99,97,97.4
58,66,82,71.6
55,67,28,43.9
34,32,41,37.1
61,21,83,64.0
23,28,85,55.0
46,47,68,57.2
68,99,54,67.2
24,56,48,42.4
51,28,67,54.4
37,100,49,55.6
27,79,40,43.9
68,42,52,54.8
51,31,21,32.0
65,87,20,46.9
82,70,43,60.1
29,44,64,49.5
82,47,51,59.5
53,33,58,51.5
42,29,78,57.4
80,22,88,72.4
32,24,80,54.4
21,45,95,62.8
83,74,59,69.2
24,71,23,32.9
57,68,56,58.7
56,85,70,68.8
53,74,35,48.2
86,81,77,80.5
59,92,24,48.1
90,100,73,83.5
60,67,47,54.9
52,37,47,46.5
28,48,70,53.0
99,45,66,71.7
53,88,98,82.5
73,94,53,67.2
89,68,100,90.3
68,35,86,70.4
29,46,37,36.4
75,22,59,56.4
29,75,34,40.7
63,66,54,59.1
62,94,85,79.9
63,40,63,58.4
31,54,41,40.6
83,56,20,46.1
62,45,65,60.1
47,40,77,60.6
23,85,24,35.9
95,40,75,74.0
25,92,34,42.9
44,60,76,63.2
50,51,78,64.2
66,97,33,55.7
62,63,78,70.2
79,39,41,52.0
42,25,100,67.6
52,86,48,56.8
88,55,32,53.4
63,90,44,58.9
99,47,86,82.1
48,79,87,73.7
100,64,66,75.8
49,94,60,63.5
78,64,69,70.7
79,87,66,74.1
77,20,35,44.6
96,50,29,53.3
35,38,49,42.6
34,91,27,41.9
95,32,21,45.4
98,53,50,65.0
38,97,76,68.8
38,43,58,49.0
90,96,66,79.2
58,91,97,84.1
74,42,52,56.6
61,70,33,48.8
68,44,78,68.2
65,46,26,41.7
56,80,91,78.3
70,86,47,61.7
21,83,36,40.9
80,25,95,76.5
32,44,99,67.9
61,41,81,67.0
70,54,53,58.3
88,100,84,88.4
49,60,69,61.2
28,37,25,28.3
64,23,97,72.3
41,73,41,47.4
50,66,47,51.7
93,57,55,66.8
37,89,62,59.9
87,63,22,49.7
68,22,63,56.3
71,76,88,80.5
40,68,33,42.1
94,73,41,63.3
44,54,76,62.0
69,74,69,70.0
28,68,78,61.0
69,96,90,84.9
34,80,40,46.2
76,26,100,78.0
20,64,68,52.8
59,88,61,65.8
49,28,70,55.3
35,76,90,70.7
50,87,46,55.4
37,85,34,45.1
31,87,96,74.7
54,72,54,57.6
41,86,35,47.0
50,74,99,79.3
79,72,93,84.6
37,91,86,72.3
99,82,89,90.6
99,93,45,70.8
34,62,46,45.6
63,68,65,65.0
56,51,39,46.5
40,93,85,73.1
59,63,49,54.8
100,63,30,57.6
77,74,82,78.9
22,67,26,33.0
73,82,35,55.8
69,27,52,52.1
82,84,53,67.9
84,22,22,40.6
96,87,86,89.2
56,76,30,47.0
24,25,67,45.7
81,54,20,45.1
23,66,36,38.1
47,62,100,76.5
42,58,24,36.2
63,47,68,62.3
54,21,82,61.4
32,20,63,45.1
76,76,29,52.5
64,24,55,51.5
31,64,56,50.1
40,66,32,41.2
49,94,71,69.0
49,64,87,71.0
28,100,57,56.9
48,84,72,67.2
40,74,20,36.8
49,50,73,61.2
80,73,46,61.6
33,92,26,41.3
88,81,58,71.6
35,99,75,67.8
39,62,52,50.1
67,44,71,64.4
31,45,40,38.3
60,49,59,57.3
41,49,29,36.6
98,59,74,78.2
59,84,85,77.0
99,47,48,63.1
89,92,66,78.1
52,42,63,55.5
63,44,86,70.7
45,98,93,79.6
52,67,74,66.0
74,37,39,49.1
64,63,24,43.8
87,97,60,75.5
39,88,75,66.8
26,54,69,53.1
41,23,53,43.4
53,48,34,42.5
74,58,54,60.8
32,47,47,42.5
49,35,26,34.7
97,46,47,61.8
35,33,89,61.6
25,99,57,55.8
89,37,56,62.1
43,37,24,32.3
48,43,40,43.0
27,92,69,61.0
58,84,81,74.7
70,100,84,83.0
40,29,68,51.8
97,38,84,78.7
87,39,84,75.9
39,38,84,61.3
70,56,37,50.7
91,65,50,65.3
91,56,55,66.0
45,49,49,47.8
94,26,66,66.4
25,62,28,33.9
40,93,96,78.6
40,76,32,43.2
78,42,87,75.3
83,78,59,70.0
74,91,65,72.9
21,99,24,38.1
78,25,29,42.9
82,97,22,55.0
74,99,40,62.0
54,28,60,51.8
72,92,38,59.0
34,78,98,74.8
42,27,23,29.5
48,32,66,53.8
98,86,86,89.6
75,70,68,70.5
87,34,95,80.4
53,65,73,65.4
84,61,70,72.4
31,28,65,47.4
31,73,69,58.4
55,83,82,74.1
46,55,37,43.3
51,98,73,71.4
88,80,46,65.4
54,69,31,45.5
91,56,99,88.0
67,41,21,38.8
55,42,46,47.9
77,97,31,58.0
41,55,28,37.3
74,78,66,70.8
81,91,35,60.0
53,86,56,61.1
44,82,72,65.6
72,41,45,52.3
23,30,55,40.4
98,98,35,66.5
73,27,77,65.8
45,25,90,63.5
58,48,42,48.0
77,90,72,77.1
52,46,78,63.8
42,93,49,55.7
93,74,66,75.7
62,76,25,46.3
31,62,24,33.7
33,23,49,39.0
77,31,50,54.3
91,76,33,59.0
27,87,41,46.0
97,72,98,92.5
75,79,21,48.8
30,86,54,53.2
34,72,91,70.1
61,32,39,44.2
31,86,22,37.5
91,58,84,80.9
90,41,100,85.2
93,56,45,61.6
52,91,93,80.3
72,53,49,56.7
66,98,82,80.4
24,68,46,43.8
33,69,31,39.2
69,67,69,68.6
58,90,63,66.9
75,87,37,58.4
73,30,59,57.4
81,41,74,69.5
95,98,72,84.1
74,85,41,59.7
40,70,85,68.5
84,36,89,76.9
60,64,67,64.3
81,40,94,79.3
65,75,32,50.5
92,57,34,56.0
98,55,77,78.9
86,79,70,76.6
98,23,75,71.5
100,36,64,69.2
46,35,64,52.8
100,82,39,65.9
55,29,65,54.8
95,50,50,63.5
74,65,75,72.7
83,51,83,76.6
92,87,89,89.5
70,52,98,80.4
83,44,36,51.7
40,58,66,56.6
41,87,64,61.7
27,20,69,46.6
49,23,20,29.3
32,27,97,63.5
58,25,86,65.4
58,64,72,66.2
61,80,48,58.3
55,29,75,59.8
86,68,24,51.4
59,70,73,68.2
22,92,31,40.5
57,25,45,44.6
70,27,59,55.9
87,42,46,57.5
98,60,20,51.4
69,54,63,63.0
67,43,100,78.7
69,46,100,79.9
52,26,98,69.8
57,22,32,37.5
87,67,25,52.0
81,56,91,81.0
20,76,37,39.7
98,92,76,85.8
42,90,45,53.1
99,84,76,84.5
33,97,55,56.8
20,55,38,36.0
20,54,87,60.3
60,83,23,46.1
92,52,68,72.0
64,96,23,49.9
56,97,29,50.7
42,20,92,62.6
89,68,85,82.8
40,45,64,53.0
51,52,95,73.2
26,79,57,52.1
41,89,23,41.6
20,42,84,56.4
35,82,87,70.4
32,84,90,71.4
46,79,98,78.6
55,75,77,70.0
22,32,32,29.0
41,30,78,57.3
85,51,24,47.7
67,66,26,46.3
32,80,83,67.1
90,58,71,74.1
27,81,56,52.3
23,88,52,50.5
93,63,79,80.0
96,44,44,59.6
63,77,59,63.8
52,78,42,52.2
37,29,42,37.9
42,55,89,68.1
68,88,58,67.0
69,52,26,44.1
97,87,81,87.0
74,45,46,54.2
59,42,45,48.6
80,85,24,53.0
100,61,53,68.7
67,40,91,73.6
69,85,55,65.2
25,24,88,56.3
42,87,26,43.0
79,88,49,65.8
75,24,70,62.3
74,99,87,85.5
72,72,32,52.0
33,36,75,54.6
38,56,48,46.6
58,83,37,52.5
62,38,91,71.7
66,78,24,47.4
97,62,51,67.0
97,56,63,71.8
41,34,89,63.6
69,44,36,47.5
42,49,80,62.4
63,37,93,72.8
72,66,59,64.3
58,51,67,61.1
30,62,51,46.9
42,73,40,47.2
68,100,45,62.9
85,51,38,54.7
44,37,72,56.6
22,84,89,67.9
32,58,46,44.2
99,78,80,85.3
37,93,57,58.2
49,98,84,76.3
69,97,23,51.6
33,25,98,63.9
63,96,99,87.6
78,48,90,78.0
20,56,68,51.2
92,44,45,58.9
71,64,44,56.1
21,93,33,41.4
100,46,78,78.2
89,66,60,69.9
81,90,74,79.3
75,70,52,62.5
65,45,27,42.0
94,84,40,65.0
59,60,23,41.2
69,90,65,71.2
80,32,31,45.9
71,50,59,60.8
62,34,76,63.4
38,94,57,58.7
82,22,24,41.0
90,52,81,77.9
86,40,43,55.3
86,54,39,56.1
39,94,94,77.5
93,46,89,81.6
90,91,73,81.7
86,44,32,50.6
50,93,57,62.1
32,54,44,42.4
96,36,24,48.0
69,45,48,53.7
83,80,88,84.9
45,38,31,36.6
30,70,42,44.0
98,20,84,75.4
31,54,44,42.1
42,61,22,35.8
84,29,67,64.5
38,29,56,45.2
79,51,44,55.9
45,59,37,43.8
62,50,67,62.1
44,88,35,48.3
71,69,52,61.1
63,81,28,49.1
100,69,71,79.3
91,47,38,55.7
65,92,84,79.9
40,79,57,56.3
72,68,23,46.7
38,43,72,56.0
57,59,39,48.4
68,83,38,56.0
65,35,41,47.0
78,65,68,70.4
94,86,35,62.9
58,58,23,40.5
89,48,32,52.3
80,87,99,90.9
86,27,61,61.7
95,97,69,82.4
90,29,67,66.3
58,86,49,59.1
59,66,42,51.9
76,90,50,65.8
90,90,94,92.0
50,82,82,72.4
94,91,24,58.4
51,52,35,43.2
50,46,64,56.2
91,69,89,85.6
34,22,53,41.1
28,100,84,70.4
48,34,63,52.7
52,76,79,70.3
44,60,44,47.2
85,78,29,55.6
31,90,79,66.8
64,56,57,58.9
77,48,88,76.7
24,21,75,48.9
20,95,28,39.0
26,94,43,48.1
99,38,21,47.8
91,45,40,56.3
92,35,94,81.6
34,40,46,41.2
34,61,76,60.4
86,35,23,44.3
92,22,56,60.0
20,71,38,39.2
22,56,57,46.3
29,69,74,59.5
83,35,57,60.4
53,21,59,49.6
91,66,71,76.0
26,24,96,60.6
99,81,98,94.9
23,78,83,64.0
89,71,49,65.4
74,70,63,67.7
77,86,73,76.8
86,67,77,77.7
46,58,74,62.4
57,62,56,57.5
47,34,35,38.4
97,93,70,82.7
63,99,32,54.7
92,78,85,85.7
24,94,44,48.0
61,21,28,36.5
23,36,72,50.1
66,35,91,72.3
74,27,95,75.1
60,73,93,79.1
38,47,87,64.3
44,22,29,32.1
74,63,21,45.3
97,87,75,84.0
52,92,45,56.5
98,51,52,65.6
21,45,56,43.3
41,47,27,35.2
70,37,34,45.4
82,85,60,71.6
78,66,54,63.6
73,33,52,54.5
96,80,62,75.8
36,80,55,54.3
99,95,69,83.2
49,89,32,48.5
91,58,64,70.9
47,40,73,58.6
36,23,32,31.4
54,53,31,42.3
95,22,82,73.9
72,91,36,57.8
39,98,84,73.3
24,91,96,73.4
78,69,60,67.2
53,23,49,45.0
69,46,32,45.9
62,86,84,77.8
78,26,95,76.1
27,97,39,47.0
61,28,24,35.9
59,93,44,58.3
44,74,99,77.5
98,56,31,56.1
62,46,72,63.8
47,21,36,36.3
88,87,48,67.8
70,70,32,51.0
52,41,63,55.3
91,26,82,73.5
20,45,87,58.5
74,74,68,71.0
34,71,73,60.9
56,99,92,82.6
95,73,30,58.1
40,70,49,50.5
85,33,51,57.6
99,29,38,54.5
45,44,25,34.8
91,32,44,55.7
74,46,50,56.4
37,53,96,69.7
43,28,87,62.0
43,69,45,49.2
76,35,70,64.8
75,96,76,79.7
56,20,84,62.8
76,56,55,61.5
89,38,35,51.8
76,35,83,71.3
31,55,65,52.8
50,53,89,70.1
22,27,76,50.0
77,94,34,58.9
49,35,21,32.2
73,32,99,77.8
29,47,58,47.1
40,79,35,45.3
28,96,93,74.1
75,64,81,75.8
81,26,96,77.5
75,89,70,75.3
27,39,36,33.9
89,53,40,57.3
76,22,81,67.7
58,86,27,48.1
88,42,85,77.3
92,29,98,82.4
25,86,52,50.7
65,65,73,69.0
52,46,53,51.3
